"slug","title_en","title_ar","template_code","category_code","specialty","public_path","source_file","patient_copy","mapping_status"
"ischiorectal-perianal-abscess","Ischiorectal Perianal Abscess","","imc-approved-ischiorectal-perianal-abscess","","","/approved-consent-forms/ischiorectal-perianal-abscess.pdf","Ischiorectal Perianal Abscess.pdf","False","NEEDS_REVIEW"
"ischiorectal-perianal-abscess","Ischiorectal Perianal Abscess","","imc-approved-ischiorectal-perianal-abscess","","","/approved-consent-forms-patient-copy/ischiorectal-perianal-abscess-patient-copy.pdf","Ischiorectal Perianal Abscess - Patient Copy.pdf","True","NEEDS_REVIEW"
"ivc-filter-insertion-removal","IVC Filter Insertion Removal","","imc-approved-ivc-filter-insertion-removal","","","/approved-consent-forms/ivc-filter-insertion-removal.pdf","IVC Filter Insertion Removal.pdf","False","NEEDS_REVIEW"
"ivc-filter-insertion-removal","IVC Filter Insertion Removal","","imc-approved-ivc-filter-insertion-removal","","","/approved-consent-forms-patient-copy/ivc-filter-insertion-removal-patient-copy.pdf","IVC Filter Insertion Removal - Patient Copy.pdf","True","NEEDS_REVIEW"
"ivp-intravenous-pyelogram","IVP (Intravenous Pyelogram)","","imc-approved-ivp-intravenous-pyelogram","","","/approved-consent-forms-patient-copy/ivp-intravenous-pyelogram-patient-copy.pdf","IVP (Intravenous Pyelogram) - Patient Copy.pdf","True","NEEDS_REVIEW"
"knee-arthroscopy-consent","Knee Arthroscopy Consent","","imc-approved-knee-arthroscopy-consent","","","/approved-consent-forms/knee-arthroscopy-consent.pdf","Knee Arthroscopy Consent.pdf","False","NEEDS_REVIEW"
"knee-arthroscopy-consent-patient-s-copy","Knee Arthroscopy Consent - Patient's Copy","","imc-approved-knee-arthroscopy-consent-patient-s-copy","","","/approved-consent-forms/knee-arthroscopy-consent-patient-s-copy.pdf","Knee Arthroscopy Consent - Patient's Copy.pdf","False","NEEDS_REVIEW"
"laparoscopy","Laparoscopy","","imc-approved-laparoscopy","","","/approved-consent-forms/laparoscopy.pdf","Laparoscopy.pdf","False","NEEDS_REVIEW"
"laparoscopy","Laparoscopy","","imc-approved-laparoscopy","","","/approved-consent-forms-patient-copy/laparoscopy-patient-copy.pdf","Laparoscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"laparostomy","Laparostomy","","imc-approved-laparostomy","","","/approved-consent-forms/laparostomy.pdf","Laparostomy.pdf","False","NEEDS_REVIEW"
"laparostomy","Laparostomy","","imc-approved-laparostomy","","","/approved-consent-forms-patient-copy/laparostomy-patient-copy.pdf","Laparostomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"laparotomy","Laparotomy","","imc-approved-laparotomy","","","/approved-consent-forms/laparotomy.pdf","Laparotomy.pdf","False","NEEDS_REVIEW"
"laparotomy","Laparotomy","","imc-approved-laparotomy","","","/approved-consent-forms-patient-copy/laparotomy-patient-copy.pdf","Laparotomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"large-loop-excision-of-transformation-zone-lletz-of-the-cervix","Large Loop Excision of Transformation Zone (LLETZ) of the Cervix","","imc-approved-large-loop-excision-of-transformation-zone-lletz-of-the-cervix","","","/approved-consent-forms/large-loop-excision-of-transformation-zone-lletz-of-the-cervix.pdf","Large Loop Excision of Transformation Zone (LLETZ) of the Cervix (1).pdf","False","NEEDS_REVIEW"
"lipectomy-apronectomy","Lipectomy (Apronectomy)","","imc-approved-lipectomy-apronectomy","","","/approved-consent-forms/lipectomy-apronectomy.pdf","Lipectomy (Apronectomy).pdf","False","NEEDS_REVIEW"
"lipectomy-apronectomy","Lipectomy (Apronectomy)","","imc-approved-lipectomy-apronectomy","","","/approved-consent-forms-patient-copy/lipectomy-apronectomy-patient-copy.pdf","Lipectomy (Apronectomy) - Patient Copy.pdf","True","NEEDS_REVIEW"
"lipectomy-suction","Lipectomy - Suction","","imc-approved-lipectomy-suction","","","/approved-consent-forms/lipectomy-suction.pdf","Lipectomy - Suction.pdf","False","NEEDS_REVIEW"
"lipectomy-suction","Lipectomy - Suction","","imc-approved-lipectomy-suction","","","/approved-consent-forms-patient-copy/lipectomy-suction-patient-copy.pdf","Lipectomy - Suction - Patient Copy.pdf","True","NEEDS_REVIEW"
"liver-abscess","Liver Abscess","","imc-approved-liver-abscess","","","/approved-consent-forms/liver-abscess.pdf","Liver Abscess.pdf","False","NEEDS_REVIEW"
"liver-abscess","Liver Abscess","","imc-approved-liver-abscess","","","/approved-consent-forms-patient-copy/liver-abscess-patient-copy.pdf","Liver Abscess - Patient Copy.pdf","True","NEEDS_REVIEW"
"liver-biopsy","Liver Biopsy","","imc-approved-liver-biopsy","","","/approved-consent-forms/liver-biopsy.pdf","Liver Biopsy.pdf","False","NEEDS_REVIEW"
"liver-biopsy","Liver Biopsy","","imc-approved-liver-biopsy","","","/approved-consent-forms-patient-copy/liver-biopsy-patient-copy.pdf","Liver Biopsy - Patient Copy.pdf","True","NEEDS_REVIEW"
"liver-resection","Liver Resection","","imc-approved-liver-resection","","","/approved-consent-forms/liver-resection.pdf","Liver Resection.pdf","False","NEEDS_REVIEW"
"liver-resection","Liver Resection","","imc-approved-liver-resection","","","/approved-consent-forms-patient-copy/liver-resection-patient-copy.pdf","Liver Resection - Patient Copy.pdf","True","NEEDS_REVIEW"
"lucentis-ranibizumab-intravitreal-injection","Lucentis (Ranibizumab Intravitreal Injection)","","imc-approved-lucentis-ranibizumab-intravitreal-injection","","","/approved-consent-forms/lucentis-ranibizumab-intravitreal-injection.pdf","Lucentis (Ranibizumab Intravitreal Injection).pdf","False","NEEDS_REVIEW"
"lumbar-puncture-for-intrathecal-chemotherapy","Lumbar Puncture for Intrathecal Chemotherapy","","imc-approved-lumbar-puncture-for-intrathecal-chemotherapy","","","/approved-consent-forms/lumbar-puncture-for-intrathecal-chemotherapy.pdf","Lumbar Puncture for Intrathecal Chemotherapy.pdf","False","NEEDS_REVIEW"
"lumbar-puncture-for-intrathecal-chemotherapy","Lumbar Puncture for Intrathecal Chemotherapy","","imc-approved-lumbar-puncture-for-intrathecal-chemotherapy","","","/approved-consent-forms-patient-copy/lumbar-puncture-for-intrathecal-chemotherapy-patient-copy.pdf","Lumbar Puncture for Intrathecal Chemotherapy - Patient Copy.pdf","True","NEEDS_REVIEW"
"lumbar-puncture-guided","Lumbar Puncture (Guided)","","imc-approved-lumbar-puncture-guided","","","/approved-consent-forms/lumbar-puncture-guided.pdf","Lumbar Puncture (Guided) (1).pdf","False","NEEDS_REVIEW"
"lumbar-puncture-guided","Lumbar Puncture (Guided)","","imc-approved-lumbar-puncture-guided","","","/approved-consent-forms-patient-copy/lumbar-puncture-guided-patient-copy.pdf","Lumbar Puncture (Guided) - Patient Copy.pdf","True","NEEDS_REVIEW"
"mastectomy","Mastectomy","","imc-approved-mastectomy","","","/approved-consent-forms/mastectomy.pdf","Mastectomy.pdf","False","NEEDS_REVIEW"
"medically-indicated-complementary-feed-consent","Medically Indicated Complementary Feed Consent","","imc-approved-medically-indicated-complementary-feed-consent","","","/approved-consent-forms/medically-indicated-complementary-feed-consent.pdf","Medically Indicated Complementary Feed Consent.pdf","False","NEEDS_REVIEW"
"microlaryngoscopy","Microlaryngoscopy","","imc-approved-microlaryngoscopy","","","/approved-consent-forms/microlaryngoscopy.pdf","Microlaryngoscopy.pdf","False","NEEDS_REVIEW"
"microlaryngoscopy","Microlaryngoscopy","","imc-approved-microlaryngoscopy","","","/approved-consent-forms-patient-copy/microlaryngoscopy-patient-copy.pdf","Microlaryngoscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"mri-magnetic-resonance-imaging","MRI (Magnetic Resonance Imaging)","","imc-approved-mri-magnetic-resonance-imaging","","","/approved-consent-forms-patient-copy/mri-magnetic-resonance-imaging-patient-copy.pdf","MRI (Magnetic Resonance Imaging) - Patient Copy.pdf","True","NEEDS_REVIEW"
"mri-with-or-without-contrast","MRI with or without contrast","","imc-approved-mri-with-or-without-contrast","","","/approved-consent-forms/mri-with-or-without-contrast.pdf","MRI with or without contrast.pdf","False","NEEDS_REVIEW"
"myringotomy","Myringotomy","","imc-approved-myringotomy","","","/approved-consent-forms/myringotomy.pdf","Myringotomy.pdf","False","NEEDS_REVIEW"
"myringotomy","Myringotomy","","imc-approved-myringotomy","","","/approved-consent-forms-patient-copy/myringotomy-patient-copy.pdf","Myringotomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"neck-dissection-consent","Neck Dissection Consent","","imc-approved-neck-dissection-consent","","","/approved-consent-forms/neck-dissection-consent.pdf","Neck Dissection Consent.pdf","False","NEEDS_REVIEW"
"neck-dissection-consent","Neck Dissection Consent","","imc-approved-neck-dissection-consent","","","/approved-consent-forms-patient-copy/neck-dissection-consent-patient-copy.pdf","Neck Dissection Consent - Patient Copy.pdf","True","NEEDS_REVIEW"
"nephrectomy","Nephrectomy","","imc-approved-nephrectomy","","","/approved-consent-forms/nephrectomy.pdf","Nephrectomy.pdf","False","NEEDS_REVIEW"
"nephrectomy","Nephrectomy","","imc-approved-nephrectomy","","","/approved-consent-forms-patient-copy/nephrectomy-patient-copy.pdf","Nephrectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"nephrostomy-andor-ureteric-stent-insertion","Nephrostomy andor Ureteric Stent Insertion","","imc-approved-nephrostomy-andor-ureteric-stent-insertion","","","/approved-consent-forms/nephrostomy-andor-ureteric-stent-insertion.pdf","Nephrostomy andor Ureteric Stent Insertion (1).pdf","False","NEEDS_REVIEW"
"nonpalpable-breast-lump-localisation","Nonpalpable Breast Lump Localisation","","imc-approved-nonpalpable-breast-lump-localisation","","","/approved-consent-forms/nonpalpable-breast-lump-localisation.pdf","Nonpalpable Breast Lump Localisation.pdf","False","NEEDS_REVIEW"
"oesophagectomy","Oesophagectomy","","imc-approved-oesophagectomy","","","/approved-consent-forms/oesophagectomy.pdf","Oesophagectomy.pdf","False","NEEDS_REVIEW"
"oesophagoscopy","Oesophagoscopy","","imc-approved-oesophagoscopy","","","/approved-consent-forms/oesophagoscopy.pdf","Oesophagoscopy.pdf","False","NEEDS_REVIEW"
"oesophagoscopy","Oesophagoscopy","","imc-approved-oesophagoscopy","","","/approved-consent-forms-patient-copy/oesophagoscopy-patient-copy.pdf","Oesophagoscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"orchidectomy","Orchidectomy","","imc-approved-orchidectomy","","","/approved-consent-forms/orchidectomy.pdf","Orchidectomy.pdf","False","NEEDS_REVIEW"
"orchidectomy","Orchidectomy","","imc-approved-orchidectomy","","","/approved-consent-forms-patient-copy/orchidectomy-patient-copy.pdf","Orchidectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"orchidopexy-repair-of-undescended-testicles-child-young-person","Orchidopexy Repair of Undescended Testicles (Child-Young Person)","","imc-approved-orchidopexy-repair-of-undescended-testicles-child-young-person","","","/approved-consent-forms/orchidopexy-repair-of-undescended-testicles-child-young-person.pdf","Orchidopexy Repair of Undescended Testicles (Child-Young Person).pdf","False","NEEDS_REVIEW"
"orchidopexy-repair-of-undescended-testicles-child-young-person","Orchidopexy Repair of Undescended Testicles (Child-Young Person)","","imc-approved-orchidopexy-repair-of-undescended-testicles-child-young-person","","","/approved-consent-forms-patient-copy/orchidopexy-repair-of-undescended-testicles-child-young-person-patient-copy.pdf","Orchidopexy Repair of Undescended Testicles (Child-Young Person) - Patient Copy.pdf","True","NEEDS_REVIEW"
"orthopedic-surgery","Orthopedic Surgery","","imc-approved-orthopedic-surgery","","","/approved-consent-forms/orthopedic-surgery.pdf","Orthopedic Surgery.pdf","False","NEEDS_REVIEW"
"otoplasty-repair-of-prominent-ears","Otoplasty-Repair of Prominent Ears","","imc-approved-otoplasty-repair-of-prominent-ears","","","/approved-consent-forms/otoplasty-repair-of-prominent-ears.pdf","Otoplasty-Repair of Prominent Ears.pdf","False","NEEDS_REVIEW"
"otoplasty-repair-of-prominent-ears","Otoplasty-Repair of Prominent Ears","","imc-approved-otoplasty-repair-of-prominent-ears","","","/approved-consent-forms-patient-copy/otoplasty-repair-of-prominent-ears-patient-copy.pdf","Otoplasty-Repair of Prominent Ears - Patient Copy.pdf","True","NEEDS_REVIEW"
"ovarian-cystectomy-oophorectomy","Ovarian Cystectomy_Oophorectomy","","imc-approved-ovarian-cystectomy-oophorectomy","","","/approved-consent-forms/ovarian-cystectomy-oophorectomy.pdf","Ovarian Cystectomy_Oophorectomy.pdf","False","NEEDS_REVIEW"
"ozurdex","Ozurdex","","imc-approved-ozurdex","","","/approved-consent-forms/ozurdex.pdf","Ozurdex.pdf","False","NEEDS_REVIEW"
"palatoplasty-with-implants-repaired","Palatoplasty with implants (Repaired)","","imc-approved-palatoplasty-with-implants-repaired","","","/approved-consent-forms/palatoplasty-with-implants-repaired.pdf","Palatoplasty with implants (Repaired).pdf","False","NEEDS_REVIEW"
"palatoplasty-with-implants-repaired","Palatoplasty with implants (Repaired)","","imc-approved-palatoplasty-with-implants-repaired","","","/approved-consent-forms-patient-copy/palatoplasty-with-implants-repaired-patient-copy.pdf","Palatoplasty with implants (Repaired) - Patient Copy.pdf","True","NEEDS_REVIEW"
"pancreatitis-operation-for-acute-pancreatitis","Pancreatitis - Operation for Acute Pancreatitis","","imc-approved-pancreatitis-operation-for-acute-pancreatitis","","","/approved-consent-forms/pancreatitis-operation-for-acute-pancreatitis.pdf","Pancreatitis - Operation for Acute Pancreatitis.pdf","False","NEEDS_REVIEW"
"pancreatitis-operation-for-acute-pancreatitis","Pancreatitis - Operation for Acute Pancreatitis","","imc-approved-pancreatitis-operation-for-acute-pancreatitis","","","/approved-consent-forms-patient-copy/pancreatitis-operation-for-acute-pancreatitis-patient-copy.pdf","Pancreatitis - Operation for Acute Pancreatitis - Patient Copy.pdf","True","NEEDS_REVIEW"
"paracentesis-abdominus","Paracentesis Abdominus","","imc-approved-paracentesis-abdominus","","","/approved-consent-forms/paracentesis-abdominus.pdf","Paracentesis Abdominus.pdf","False","NEEDS_REVIEW"
"paracentesis-abdominus","Paracentesis Abdominus","","imc-approved-paracentesis-abdominus","","","/approved-consent-forms-patient-copy/paracentesis-abdominus-patient-copy.pdf","Paracentesis Abdominus - Patient Copy.pdf","True","NEEDS_REVIEW"
"paraphimosis-repair","Paraphimosis repair","","imc-approved-paraphimosis-repair","","","/approved-consent-forms/paraphimosis-repair.pdf","Paraphimosis repair.pdf","False","NEEDS_REVIEW"
"paraphimosis-repair","Paraphimosis repair","","imc-approved-paraphimosis-repair","","","/approved-consent-forms-patient-copy/paraphimosis-repair-patient-copy.pdf","Paraphimosis repair - Patient Copy.pdf","True","NEEDS_REVIEW"
"paraphimosis-repair-child-young-person-pediatric-opinion","Paraphimosis Repair (Child-Young Person) (PEDIATRIC OPINION)","","imc-approved-paraphimosis-repair-child-young-person-pediatric-opinion","","","/approved-consent-forms/paraphimosis-repair-child-young-person-pediatric-opinion.pdf","Paraphimosis Repair (Child-Young Person) (PEDIATRIC OPINION).pdf","False","NEEDS_REVIEW"
"paraphimosis-repair-child-young-person-pediatric-opinion","Paraphimosis Repair (Child-Young Person) (PEDIATRIC OPINION)","","imc-approved-paraphimosis-repair-child-young-person-pediatric-opinion","","","/approved-consent-forms-patient-copy/paraphimosis-repair-child-young-person-pediatric-opinion-patient-copy.pdf","Paraphimosis Repair (Child-Young Person) - Patient Copy (PEDIATRIC OPINION).pdf","True","NEEDS_REVIEW"
"parotidectomy","Parotidectomy","","imc-approved-parotidectomy","","","/approved-consent-forms/parotidectomy.pdf","Parotidectomy.pdf","False","NEEDS_REVIEW"
"parotidectomy","Parotidectomy","","imc-approved-parotidectomy","","","/approved-consent-forms-patient-copy/parotidectomy-patient-copy.pdf","Parotidectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"passage-of-sounds","Passage of sounds","","imc-approved-passage-of-sounds","","","/approved-consent-forms/passage-of-sounds.pdf","Passage of sounds.pdf","False","NEEDS_REVIEW"
"passage-of-sounds","Passage of sounds","","imc-approved-passage-of-sounds","","","/approved-consent-forms-patient-copy/passage-of-sounds-patient-copy.pdf","Passage of sounds - Patient Copy.pdf","True","NEEDS_REVIEW"
"percutaneous-endoscopic-gastrostomy-tube","Percutaneous Endoscopic Gastrostomy Tube","","imc-approved-percutaneous-endoscopic-gastrostomy-tube","","","/approved-consent-forms/percutaneous-endoscopic-gastrostomy-tube.pdf","Percutaneous Endoscopic Gastrostomy Tube.pdf","False","NEEDS_REVIEW"
"percutaneous-endoscopic-gastrostomy-tube","Percutaneous Endoscopic Gastrostomy Tube","","imc-approved-percutaneous-endoscopic-gastrostomy-tube","","","/approved-consent-forms-patient-copy/percutaneous-endoscopic-gastrostomy-tube-patient-copy.pdf","Percutaneous Endoscopic Gastrostomy Tube - Patient Copy.pdf","True","NEEDS_REVIEW"
"percutaneous-nephrolithotomy-pcnl","Percutaneous Nephrolithotomy (PCNL)","","imc-approved-percutaneous-nephrolithotomy-pcnl","","","/approved-consent-forms/percutaneous-nephrolithotomy-pcnl.pdf","Percutaneous Nephrolithotomy (PCNL).pdf","False","NEEDS_REVIEW"
"percutaneous-nephrolithotomy-pcnl","Percutaneous Nephrolithotomy (PCNL)","","imc-approved-percutaneous-nephrolithotomy-pcnl","","","/approved-consent-forms-patient-copy/percutaneous-nephrolithotomy-pcnl-patient-copy.pdf","Percutaneous Nephrolithotomy (PCNL) - Patient Copy.pdf","True","NEEDS_REVIEW"
"pilonidal-sinus","Pilonidal Sinus","","imc-approved-pilonidal-sinus","","","/approved-consent-forms/pilonidal-sinus.pdf","Pilonidal Sinus.pdf","False","NEEDS_REVIEW"
"pilonidal-sinus","Pilonidal Sinus","","imc-approved-pilonidal-sinus","","","/approved-consent-forms-patient-copy/pilonidal-sinus-patient-copy.pdf","Pilonidal Sinus - Patient Copy.pdf","True","NEEDS_REVIEW"
"plain-cath-insertion","Plain Cath Insertion","","imc-approved-plain-cath-insertion","","","/approved-consent-forms/plain-cath-insertion.pdf","Plain Cath Insertion.pdf","False","NEEDS_REVIEW"
"port-a-cath-insertion","Port-A-Cath Insertion","","imc-approved-port-a-cath-insertion","","","/approved-consent-forms/port-a-cath-insertion.pdf","Port-A-Cath Insertion.pdf","False","NEEDS_REVIEW"
"postop-instruction-of-stapedectomy-procedure","Postop Instruction of Stapedectomy Procedure","","imc-approved-postop-instruction-of-stapedectomy-procedure","","","/approved-consent-forms/postop-instruction-of-stapedectomy-procedure.pdf","Postop Instruction of Stapedectomy Procedure.pdf","False","NEEDS_REVIEW"
"probing-and-irrigation","Probing and Irrigation","","imc-approved-probing-and-irrigation","","","/approved-consent-forms/probing-and-irrigation.pdf","Probing and Irrigation.pdf","False","NEEDS_REVIEW"
"prostatectomy-radical","Prostatectomy (Radical)","","imc-approved-prostatectomy-radical","","","/approved-consent-forms/prostatectomy-radical.pdf","Prostatectomy (Radical).pdf","False","NEEDS_REVIEW"
"prostatectomy-radical","Prostatectomy (Radical)","","imc-approved-prostatectomy-radical","","","/approved-consent-forms-patient-copy/prostatectomy-radical-patient-copy.pdf","Prostatectomy (Radical) - Patient Copy.pdf","True","NEEDS_REVIEW"
"pterygium-excision-with-autograft","Pterygium Excision with Autograft","","imc-approved-pterygium-excision-with-autograft","","","/approved-consent-forms/pterygium-excision-with-autograft.pdf","Pterygium Excision with Autograft.pdf","False","NEEDS_REVIEW"
"ptosis","Ptosis","","imc-approved-ptosis","","","/approved-consent-forms/ptosis.pdf","Ptosis.pdf","False","NEEDS_REVIEW"
"punctoplasty","Punctoplasty","","imc-approved-punctoplasty","","","/approved-consent-forms/punctoplasty.pdf","Punctoplasty.pdf","False","NEEDS_REVIEW"
"pyloromyotomy-child-young-person","Pyloromyotomy (Child-Young Person)","","imc-approved-pyloromyotomy-child-young-person","","","/approved-consent-forms/pyloromyotomy-child-young-person.pdf","Pyloromyotomy (Child-Young Person).pdf","False","NEEDS_REVIEW"
"pyloromyotomy-child-young-person","Pyloromyotomy (Child-Young Person)","","imc-approved-pyloromyotomy-child-young-person","","","/approved-consent-forms-patient-copy/pyloromyotomy-child-young-person-patient-copy.pdf","Pyloromyotomy (Child-Young Person) - Patient Copy.pdf","True","NEEDS_REVIEW"
"pyloromyotomy-ramstedts-operation-child-young-person-pediatric-opinion","Pyloromyotomy (Ramstedts Operation) (Child-Young Person)(PEDIATRIC OPINION)","","imc-approved-pyloromyotomy-ramstedts-operation-child-young-person-pediatric-opinion","","","/approved-consent-forms/pyloromyotomy-ramstedts-operation-child-young-person-pediatric-opinion.pdf","Pyloromyotomy (Ramstedts Operation) (Child-Young Person)(PEDIATRIC OPINION).pdf","False","NEEDS_REVIEW"
"pyloromyotomy-ramstedts-operation-child-young-person-pediatric-opinion","Pyloromyotomy (Ramstedts Operation) (Child-Young Person) (PEDIATRIC OPINION)","","imc-approved-pyloromyotomy-ramstedts-operation-child-young-person-pediatric-opinion","","","/approved-consent-forms-patient-copy/pyloromyotomy-ramstedts-operation-child-young-person-pediatric-opinion-patient-copy.pdf","Pyloromyotomy (Ramstedts Operation) (Child-Young Person) - Patient Copy (PEDIATRIC OPINION).pdf","True","NEEDS_REVIEW"
"reduction-mammoplasty","Reduction Mammoplasty","","imc-approved-reduction-mammoplasty","","","/approved-consent-forms/reduction-mammoplasty.pdf","Reduction Mammoplasty.pdf","False","NEEDS_REVIEW"
"reduction-mammoplasty","Reduction Mammoplasty","","imc-approved-reduction-mammoplasty","","","/approved-consent-forms-patient-copy/reduction-mammoplasty-patient-copy.pdf","Reduction Mammoplasty - Patient Copy.pdf","True","NEEDS_REVIEW"
"reflux-operation-laparoscopic","Reflux Operation - Laparoscopic","","imc-approved-reflux-operation-laparoscopic","","","/approved-consent-forms/reflux-operation-laparoscopic.pdf","Reflux Operation - Laparoscopic.pdf","False","NEEDS_REVIEW"
"reflux-operation-laparoscopic","Reflux Operation - Laparoscopic","","imc-approved-reflux-operation-laparoscopic","","","/approved-consent-forms-patient-copy/reflux-operation-laparoscopic-patient-copy.pdf","Reflux Operation - Laparoscopic - Patient Copy.pdf","True","NEEDS_REVIEW"
"reflux-operation-open","Reflux Operation Open","","imc-approved-reflux-operation-open","","","/approved-consent-forms/reflux-operation-open.pdf","Reflux Operation Open.pdf","False","NEEDS_REVIEW"
"removal-of-ectopic-pregnancy-by-laparoscopy-laparotomy","Removal of Ectopic Pregnancy by Laparoscopy Laparotomy","","imc-approved-removal-of-ectopic-pregnancy-by-laparoscopy-laparotomy","","","/approved-consent-forms/removal-of-ectopic-pregnancy-by-laparoscopy-laparotomy.pdf","Removal of Ectopic Pregnancy by Laparoscopy  Laparotomy.pdf","False","NEEDS_REVIEW"
"removal-of-genital-warts","Removal of Genital Warts","","imc-approved-removal-of-genital-warts","","","/approved-consent-forms/removal-of-genital-warts.pdf","Removal of Genital Warts.pdf","False","NEEDS_REVIEW"
"rhinoplasty-surgery-consent","Rhinoplasty Surgery Consent","","imc-approved-rhinoplasty-surgery-consent","","","/approved-consent-forms/rhinoplasty-surgery-consent.pdf","Rhinoplasty Surgery Consent.pdf","False","NEEDS_REVIEW"
"rhinoplasty-surgery-consent","Rhinoplasty Surgery Consent","","imc-approved-rhinoplasty-surgery-consent","","","/approved-consent-forms-patient-copy/rhinoplasty-surgery-consent-patient-copy.pdf","Rhinoplasty Surgery Consent - Patient Copy.pdf","True","NEEDS_REVIEW"
"rigid-oesophagoscopy","Rigid Oesophagoscopy","","imc-approved-rigid-oesophagoscopy","","","/approved-consent-forms/rigid-oesophagoscopy.pdf","Rigid Oesophagoscopy.pdf","False","NEEDS_REVIEW"
"rigid-oesophagoscopy","Rigid Oesophagoscopy","","imc-approved-rigid-oesophagoscopy","","","/approved-consent-forms-patient-copy/rigid-oesophagoscopy-patient-copy.pdf","Rigid Oesophagoscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"septoplasty-and-turbinectomy","Septoplasty and Turbinectomy","","imc-approved-septoplasty-and-turbinectomy","","","/approved-consent-forms/septoplasty-and-turbinectomy.pdf","Septoplasty and Turbinectomy.pdf","False","NEEDS_REVIEW"
"septoplasty-and-turbinectomy","Septoplasty and Turbinectomy","","imc-approved-septoplasty-and-turbinectomy","","","/approved-consent-forms-patient-copy/septoplasty-and-turbinectomy-patient-copy.pdf","Septoplasty and Turbinectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"shoulder-arthroscopy","Shoulder Arthroscopy","","imc-approved-shoulder-arthroscopy","","","/approved-consent-forms-patient-copy/shoulder-arthroscopy-patient-copy.pdf","Shoulder Arthroscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"shoulder-arthroscopy-consent","Shoulder Arthroscopy Consent","","imc-approved-shoulder-arthroscopy-consent","","","/approved-consent-forms/shoulder-arthroscopy-consent.pdf","Shoulder Arthroscopy Consent.pdf","False","NEEDS_REVIEW"
"sino-nasal-surgery","Sino-Nasal Surgery","","imc-approved-sino-nasal-surgery","","","/approved-consent-forms/sino-nasal-surgery.pdf","Sino-Nasal Surgery.pdf","False","NEEDS_REVIEW"
"sino-nasal-surgery","Sino-Nasal Surgery","","imc-approved-sino-nasal-surgery","","","/approved-consent-forms-patient-copy/sino-nasal-surgery-patient-copy.pdf","Sino-Nasal Surgery - Patient Copy.pdf","True","NEEDS_REVIEW"
"skin-graft","Skin Graft","","imc-approved-skin-graft","","","/approved-consent-forms/skin-graft.pdf","Skin Graft.pdf","False","NEEDS_REVIEW"
"skin-graft","Skin Graft","","imc-approved-skin-graft","","","/approved-consent-forms-patient-copy/skin-graft-patient-copy.pdf","Skin Graft - Patient Copy.pdf","True","NEEDS_REVIEW"
"spine-surgery","Spine Surgery","","imc-approved-spine-surgery","","","/approved-consent-forms/spine-surgery.pdf","Spine Surgery.pdf","False","NEEDS_REVIEW"
"stapedectomy-informed-with-consent","Stapedectomy Informed with Consent","","imc-approved-stapedectomy-informed-with-consent","","","/approved-consent-forms/stapedectomy-informed-with-consent.pdf","Stapedectomy Informed with Consent.pdf","False","NEEDS_REVIEW"
"subcutaneous-mastectomy","Subcutaneous mastectomy","","imc-approved-subcutaneous-mastectomy","","","/approved-consent-forms/subcutaneous-mastectomy.pdf","Subcutaneous mastectomy.pdf","False","NEEDS_REVIEW"
"subcutaneous-mastectomy","Subcutaneous mastectomy","","imc-approved-subcutaneous-mastectomy","","","/approved-consent-forms-patient-copy/subcutaneous-mastectomy-patient-copy.pdf","Subcutaneous mastectomy- Patient copy.pdf","True","NEEDS_REVIEW"
"submucosal-diathemy-smd","Submucosal Diathemy (SMD)","","imc-approved-submucosal-diathemy-smd","","","/approved-consent-forms/submucosal-diathemy-smd.pdf","Submucosal Diathemy (SMD).pdf","False","NEEDS_REVIEW"
"submucosal-diathemy-smd","Submucosal Diathemy (SMD)","","imc-approved-submucosal-diathemy-smd","","","/approved-consent-forms-patient-copy/submucosal-diathemy-smd-patient-copy.pdf","Submucosal Diathemy (SMD) - Patient Copy.pdf","True","NEEDS_REVIEW"
"suction-evacuation-of-uterine-contents","Suction Evacuation of Uterine Contents","","imc-approved-suction-evacuation-of-uterine-contents","","","/approved-consent-forms/suction-evacuation-of-uterine-contents.pdf","Suction Evacuation of Uterine Contents.pdf","False","NEEDS_REVIEW"
"supra-pubic-catheter-insertion","Supra-Pubic catheter insertion","","imc-approved-supra-pubic-catheter-insertion","","","/approved-consent-forms/supra-pubic-catheter-insertion.pdf","Supra-Pubic catheter insertion.pdf","False","NEEDS_REVIEW"
"supra-pubic-catheter-insertion","Supra-Pubic catheter insertion","","imc-approved-supra-pubic-catheter-insertion","","","/approved-consent-forms-patient-copy/supra-pubic-catheter-insertion-patient-copy.pdf","Supra-Pubic catheter insertion - Patient Copy.pdf","True","NEEDS_REVIEW"
"swallow-meal","Swallow Meal","","imc-approved-swallow-meal","","","/approved-consent-forms/swallow-meal.pdf","Swallow Meal.pdf","False","NEEDS_REVIEW"
