"slug","title_en","title_ar","template_code","category_code","specialty","public_path","source_file","patient_copy","mapping_status"
"ct-computed-tomography","CT (Computed Tomography)","","imc-approved-ct-computed-tomography","","","/approved-consent-forms-patient-copy/ct-computed-tomography-patient-copy.pdf","CT (Computed Tomography) - Patient Copy.pdf","True","NEEDS_REVIEW"
"cystogram","Cystogram","","imc-approved-cystogram","","","/approved-consent-forms-patient-copy/cystogram-patient-copy.pdf","Cystogram - Patient Copy.pdf","True","NEEDS_REVIEW"
"cystoscopy","Cystoscopy","","imc-approved-cystoscopy","","","/approved-consent-forms/cystoscopy.pdf","Cystoscopy.pdf","False","NEEDS_REVIEW"
"cystoscopy","Cystoscopy","","imc-approved-cystoscopy","","","/approved-consent-forms-patient-copy/cystoscopy-patient-copy.pdf","Cystoscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"cystoscopy-and-crushing-of-stone","Cystoscopy and crushing of stone","","imc-approved-cystoscopy-and-crushing-of-stone","","","/approved-consent-forms/cystoscopy-and-crushing-of-stone.pdf","Cystoscopy and crushing of stone.pdf","False","NEEDS_REVIEW"
"cystoscopy-and-crushing-of-stone","Cystoscopy and crushing of stone","","imc-approved-cystoscopy-and-crushing-of-stone","","","/approved-consent-forms-patient-copy/cystoscopy-and-crushing-of-stone-patient-copy.pdf","Cystoscopy and crushing of stone - Patient Copy.pdf","True","NEEDS_REVIEW"
"cystoscopy-and-removal-of-bladder-tumour","Cystoscopy and removal of bladder tumour","","imc-approved-cystoscopy-and-removal-of-bladder-tumour","","","/approved-consent-forms/cystoscopy-and-removal-of-bladder-tumour.pdf","Cystoscopy and removal of bladder tumour.pdf","False","NEEDS_REVIEW"
"cystoscopy-and-removal-of-bladder-tumour","Cystoscopy and removal of bladder tumour","","imc-approved-cystoscopy-and-removal-of-bladder-tumour","","","/approved-consent-forms-patient-copy/cystoscopy-and-removal-of-bladder-tumour-patient-copy.pdf","Cystoscopy and removal of bladder tumour - Patient  Copy.pdf","True","NEEDS_REVIEW"
"cystoscopy-and-retrograde-pyelogram-insertion-of-ureteric-stent","Cystoscopy and retrograde pyelogram insertion of ureteric stent","","imc-approved-cystoscopy-and-retrograde-pyelogram-insertion-of-ureteric-stent","","","/approved-consent-forms/cystoscopy-and-retrograde-pyelogram-insertion-of-ureteric-stent.pdf","Cystoscopy and retrograde pyelogram insertion of ureteric stent.pdf","False","NEEDS_REVIEW"
"cystoscopy-and-retrograde-pyelogram-insertion-of-ureteric-stent","Cystoscopy and retrograde pyelogram insertion of ureteric stent","","imc-approved-cystoscopy-and-retrograde-pyelogram-insertion-of-ureteric-stent","","","/approved-consent-forms-patient-copy/cystoscopy-and-retrograde-pyelogram-insertion-of-ureteric-stent-patient-copy.pdf","Cystoscopy and retrograde pyelogram insertion of ureteric stent - Patient Copy (1).pdf","True","NEEDS_REVIEW"
"cystoscopy-and-ureteroscopy-and-fragmentation-of-stone-lithocast","Cystoscopy and ureteroscopy and fragmentation of stone (lithocast)","","imc-approved-cystoscopy-and-ureteroscopy-and-fragmentation-of-stone-lithocast","","","/approved-consent-forms-patient-copy/cystoscopy-and-ureteroscopy-and-fragmentation-of-stone-lithocast-patient-copy.pdf","Cystoscopy and ureteroscopy and fragmentation of stone  (lithocast) - Patient Copy.pdf","True","NEEDS_REVIEW"
"cystoscopy-with-passage-of-ureteric-catheter","Cystoscopy with Passage of Ureteric catheter","","imc-approved-cystoscopy-with-passage-of-ureteric-catheter","","","/approved-consent-forms/cystoscopy-with-passage-of-ureteric-catheter.pdf","Cystoscopy with Passage of Ureteric catheter.pdf","False","NEEDS_REVIEW"
"cystoscopy-with-passage-of-ureteric-catheter","Cystoscopy with Passage of Ureteric catheter","","imc-approved-cystoscopy-with-passage-of-ureteric-catheter","","","/approved-consent-forms-patient-copy/cystoscopy-with-passage-of-ureteric-catheter-patient-copy.pdf","Cystoscopy with Passage of Ureteric catheter - Patient  Copy.pdf","True","NEEDS_REVIEW"
"cystotomy-supra-pubic","Cystotomy (Supra-Pubic)","","imc-approved-cystotomy-supra-pubic","","","/approved-consent-forms/cystotomy-supra-pubic.pdf","Cystotomy (Supra-Pubic).pdf","False","NEEDS_REVIEW"
"cystotomy-supra-pubic","Cystotomy (Supra-Pubic)","","imc-approved-cystotomy-supra-pubic","","","/approved-consent-forms-patient-copy/cystotomy-supra-pubic-patient-copy.pdf","Cystotomy (Supra-Pubic) - Patient Copy.pdf","True","NEEDS_REVIEW"
"dacrocystogram","Dacrocystogram","","imc-approved-dacrocystogram","","","/approved-consent-forms-patient-copy/dacrocystogram-patient-copy.pdf","Dacrocystogram - Patient Copy.pdf","True","NEEDS_REVIEW"
"dacryocystorhinostomy","Dacryocystorhinostomy","","imc-approved-dacryocystorhinostomy","","","/approved-consent-forms/dacryocystorhinostomy.pdf","Dacryocystorhinostomy.pdf","False","NEEDS_REVIEW"
"d-c-dilation-curettage","D & C (Dilation & Curettage)","","imc-approved-d-c-dilation-curettage","","","/approved-consent-forms/d-c-dilation-curettage.pdf","D & C (Dilation & Curettage).pdf","False","NEEDS_REVIEW"
"diagnostic-hysteroscopy-dilatation-curettage-d-c","Diagnostic Hysteroscopy Dilatation & Curettage (D & C)","","imc-approved-diagnostic-hysteroscopy-dilatation-curettage-d-c","","","/approved-consent-forms/diagnostic-hysteroscopy-dilatation-curettage-d-c.pdf","Diagnostic Hysteroscopy Dilatation & Curettage (D &  C).pdf","False","NEEDS_REVIEW"
"drainage-of-a-pseudocyst","Drainage of a Pseudocyst","","imc-approved-drainage-of-a-pseudocyst","","","/approved-consent-forms/drainage-of-a-pseudocyst.pdf","Drainage of a Pseudocyst.pdf","False","NEEDS_REVIEW"
"drainage-of-a-pseudocyst","Drainage of a Pseudocyst","","imc-approved-drainage-of-a-pseudocyst","","","/approved-consent-forms-patient-copy/drainage-of-a-pseudocyst-patient-copy.pdf","Drainage of a Pseudocyst - Patient Copy.pdf","True","NEEDS_REVIEW"
"drug-challenge-testing","Drug Challenge Testing","","imc-approved-drug-challenge-testing","","","/approved-consent-forms-patient-copy/drug-challenge-testing-patient-copy.pdf","Drug Challenge Testing - Patient Copy.pdf","True","NEEDS_REVIEW"
"drug-challenge-testing-intradermal-skin-test","Drug Challenge Testing (Intradermal Skin Test)","","imc-approved-drug-challenge-testing-intradermal-skin-test","","","/approved-consent-forms/drug-challenge-testing-intradermal-skin-test.pdf","Drug Challenge Testing (Intradermal Skin Test).pdf","False","NEEDS_REVIEW"
"drug-challenge-testing-intradermal-skin-test","Drug Challenge Testing (Intradermal Skin Test)","","imc-approved-drug-challenge-testing-intradermal-skin-test","","","/approved-consent-forms-patient-copy/drug-challenge-testing-intradermal-skin-test-patient-copy.pdf","Drug Challenge Testing (Intradermal Skin Test)-Patient Copy.pdf","True","NEEDS_REVIEW"
"drug-challenge-testing-intravenous","Drug Challenge Testing (Intravenous)","","imc-approved-drug-challenge-testing-intravenous","","","/approved-consent-forms/drug-challenge-testing-intravenous.pdf","Drug Challenge Testing (Intravenous).pdf","False","NEEDS_REVIEW"
"drug-challenge-testing-intravenous","Drug Challenge Testing (Intravenous)","","imc-approved-drug-challenge-testing-intravenous","","","/approved-consent-forms-patient-copy/drug-challenge-testing-intravenous-patient-copy.pdf","Drug Challenge Testing (Intravenous) - Patient Copy.pdf","True","NEEDS_REVIEW"
"drug-challenge-testing-oral","Drug Challenge Testing (Oral)","","imc-approved-drug-challenge-testing-oral","","","/approved-consent-forms/drug-challenge-testing-oral.pdf","Drug Challenge Testing (Oral).pdf","False","NEEDS_REVIEW"
"drug-challenge-testing-oral","Drug Challenge Testing (Oral)","","imc-approved-drug-challenge-testing-oral","","","/approved-consent-forms-patient-copy/drug-challenge-testing-oral-patient-copy.pdf","Drug Challenge Testing (Oral) - Patient Copy.pdf","True","NEEDS_REVIEW"
"drug-challenge-testing-subcutaneous","Drug Challenge Testing (Subcutaneous)","","imc-approved-drug-challenge-testing-subcutaneous","","","/approved-consent-forms-patient-copy/drug-challenge-testing-subcutaneous-patient-copy.pdf","Drug Challenge Testing (Subcutaneous) - Patient Copy.pdf","True","NEEDS_REVIEW"
"embolisation-of-blood-vessels-any-body-part","Embolisation of blood vessels (any body part)","","imc-approved-embolisation-of-blood-vessels-any-body-part","","","/approved-consent-forms/embolisation-of-blood-vessels-any-body-part.pdf","Embolisation of blood vessels (any body part).pdf","False","NEEDS_REVIEW"
"embolisation-of-blood-vessels-any-body-part","Embolisation of blood vessels (any body part)","","imc-approved-embolisation-of-blood-vessels-any-body-part","","","/approved-consent-forms-patient-copy/embolisation-of-blood-vessels-any-body-part-patient-copy.pdf","Embolisation of blood vessels (any body part)- Patient Copy.pdf","True","NEEDS_REVIEW"
"embolisation-uterine-artery-eua","Embolisation - Uterine Artery (EUA)","","imc-approved-embolisation-uterine-artery-eua","","","/approved-consent-forms/embolisation-uterine-artery-eua.pdf","Embolisation - Uterine Artery (EUA).pdf","False","NEEDS_REVIEW"
"embolisation-uterine-artery-eua","Embolisation - Uterine Artery (EUA)","","imc-approved-embolisation-uterine-artery-eua","","","/approved-consent-forms-patient-copy/embolisation-uterine-artery-eua-patient-copy.pdf","Embolisation - Uterine Artery (EUA) - Patient Copy.pdf","True","NEEDS_REVIEW"
"endometrial-resection-ablation","Endometrial Resection Ablation","","imc-approved-endometrial-resection-ablation","","","/approved-consent-forms/endometrial-resection-ablation.pdf","Endometrial Resection Ablation.pdf","False","NEEDS_REVIEW"
"ercp-gastroendoscopy","ERCP Gastroendoscopy","","imc-approved-ercp-gastroendoscopy","","","/approved-consent-forms/ercp-gastroendoscopy.pdf","ERCP Gastroendoscopy.pdf","False","NEEDS_REVIEW"
"ercp-gastroendoscopy","ERCP Gastroendoscopy","","imc-approved-ercp-gastroendoscopy","","","/approved-consent-forms-patient-copy/ercp-gastroendoscopy-patient-copy.pdf","ERCP Gastroendoscopy - Patient Copy.pdf","True","NEEDS_REVIEW"
"excision-of-a-lesion-and-flap-repair","Excision of a Lesion and Flap Repair","","imc-approved-excision-of-a-lesion-and-flap-repair","","","/approved-consent-forms/excision-of-a-lesion-and-flap-repair.pdf","Excision of a Lesion and Flap Repair.pdf","False","NEEDS_REVIEW"
"excision-of-a-lesion-and-flap-repair","Excision of a Lesion and Flap Repair","","imc-approved-excision-of-a-lesion-and-flap-repair","","","/approved-consent-forms-patient-copy/excision-of-a-lesion-and-flap-repair-patient-copy.pdf","Excision of a Lesion and Flap Repair - Patient Copy.pdf","True","NEEDS_REVIEW"
"excision-of-a-skin-lesion-or-subcutaneous-lump","Excision of a Skin Lesion or Subcutaneous Lump","","imc-approved-excision-of-a-skin-lesion-or-subcutaneous-lump","","","/approved-consent-forms/excision-of-a-skin-lesion-or-subcutaneous-lump.pdf","Excision of a Skin Lesion or Subcutaneous Lump.pdf","False","NEEDS_REVIEW"
"excision-of-a-skin-lesion-or-subcutaneous-lump","Excision of a Skin Lesion or Subcutaneous Lump","","imc-approved-excision-of-a-skin-lesion-or-subcutaneous-lump","","","/approved-consent-forms-patient-copy/excision-of-a-skin-lesion-or-subcutaneous-lump-patient-copy.pdf","Excision of a Skin Lesion or Subcutaneous Lump - Patient  Copy.pdf","True","NEEDS_REVIEW"
"exclusively-breastfed-baby-complementary-feed-consent","Exclusively Breastfed Baby Complementary Feed Consent","","imc-approved-exclusively-breastfed-baby-complementary-feed-consent","","","/approved-consent-forms/exclusively-breastfed-baby-complementary-feed-consent.pdf","Exclusively Breastfed Baby Complementary Feed  Consent.pdf","False","NEEDS_REVIEW"
"eyelid-entropion-or-ectropion-repair","Eyelid Entropion or Ectropion Repair","","imc-approved-eyelid-entropion-or-ectropion-repair","","","/approved-consent-forms/eyelid-entropion-or-ectropion-repair.pdf","Eyelid Entropion or Ectropion Repair.pdf","False","NEEDS_REVIEW"
"eyelid-surgery-blepharoplasty","Eyelid Surgery (Blepharoplasty)","","imc-approved-eyelid-surgery-blepharoplasty","","","/approved-consent-forms/eyelid-surgery-blepharoplasty.pdf","Eyelid Surgery (Blepharoplasty).pdf","False","NEEDS_REVIEW"
"eyelid-surgery-blepharoplasty","Eyelid Surgery (Blepharoplasty)","","imc-approved-eyelid-surgery-blepharoplasty","","","/approved-consent-forms-patient-copy/eyelid-surgery-blepharoplasty-patient-copy.pdf","Eyelid Surgery (Blepharoplasty) - Patient Copy.pdf","True","NEEDS_REVIEW"
"eylea-aflibercept","Eylea (Aflibercept)","","imc-approved-eylea-aflibercept","","","/approved-consent-forms/eylea-aflibercept.pdf","Eylea (Aflibercept).pdf","False","NEEDS_REVIEW"
"facelift","Facelift","","imc-approved-facelift","","","/approved-consent-forms/facelift.pdf","Facelift.pdf","False","NEEDS_REVIEW"
"facelift","Facelift","","imc-approved-facelift","","","/approved-consent-forms-patient-copy/facelift-patient-copy.pdf","Facelift - Patient Copy.pdf","True","NEEDS_REVIEW"
"female-sterilisation","Female Sterilisation","","imc-approved-female-sterilisation","","","/approved-consent-forms/female-sterilisation.pdf","Female Sterilisation.pdf","False","NEEDS_REVIEW"
"femoropopliteal-bypass","Femoropopliteal Bypass","","imc-approved-femoropopliteal-bypass","","","/approved-consent-forms/femoropopliteal-bypass.pdf","Femoropopliteal Bypass.pdf","False","NEEDS_REVIEW"
"femoropopliteal-bypass","Femoropopliteal Bypass","","imc-approved-femoropopliteal-bypass","","","/approved-consent-forms-patient-copy/femoropopliteal-bypass-patient-copy.pdf","Femoropopliteal Bypass - Patient Copy.pdf","True","NEEDS_REVIEW"
"femto-intracorneal-ring-implantation","Femto-Intracorneal Ring implantation","","imc-approved-femto-intracorneal-ring-implantation","","","/approved-consent-forms/femto-intracorneal-ring-implantation.pdf","Femto-Intracorneal Ring implantation.pdf","False","NEEDS_REVIEW"
"femto-lasik-surgery","Femto-LASIK_Surgery","","imc-approved-femto-lasik-surgery","","","/approved-consent-forms/femto-lasik-surgery.pdf","Femto-LASIK_Surgery.pdf","False","NEEDS_REVIEW"
"fibroadenoma-cyst","Fibroadenoma Cyst","","imc-approved-fibroadenoma-cyst","","","/approved-consent-forms/fibroadenoma-cyst.pdf","Fibroadenoma Cyst.pdf","False","NEEDS_REVIEW"
"fibroadenoma-cyst","Fibroadenoma Cyst","","imc-approved-fibroadenoma-cyst","","","/approved-consent-forms-patient-copy/fibroadenoma-cyst-patient-copy.pdf","Fibroadenoma Cyst - Patient Copy.pdf","True","NEEDS_REVIEW"
"fine-needle-aspiration","Fine needle aspiration","","imc-approved-fine-needle-aspiration","","","/approved-consent-forms/fine-needle-aspiration.pdf","Fine needle aspiration.pdf","False","NEEDS_REVIEW"
"fine-needle-aspiration","Fine needle aspiration","","imc-approved-fine-needle-aspiration","","","/approved-consent-forms-patient-copy/fine-needle-aspiration-patient-copy.pdf","Fine needle aspiration - Patient copy.pdf","True","NEEDS_REVIEW"
"fistula-faecal-small-bowel-gastric","Fistula Faecal Small Bowel Gastric","","imc-approved-fistula-faecal-small-bowel-gastric","","","/approved-consent-forms/fistula-faecal-small-bowel-gastric.pdf","Fistula Faecal Small Bowel Gastric.pdf","False","NEEDS_REVIEW"
"fistula-faecal-small-bowel-gastric","Fistula Faecal Small Bowel Gastric","","imc-approved-fistula-faecal-small-bowel-gastric","","","/approved-consent-forms-patient-copy/fistula-faecal-small-bowel-gastric-patient-copy.pdf","Fistula Faecal Small Bowel Gastric - Patient Copy.pdf","True","NEEDS_REVIEW"
"fistula-in-ano","Fistula in Ano","","imc-approved-fistula-in-ano","","","/approved-consent-forms/fistula-in-ano.pdf","Fistula in Ano.pdf","False","NEEDS_REVIEW"
"fistula-in-ano","Fistula in Ano","","imc-approved-fistula-in-ano","","","/approved-consent-forms-patient-copy/fistula-in-ano-patient-copy.pdf","Fistula in Ano - Patient Copy.pdf","True","NEEDS_REVIEW"
"fistulogram-sinogram","Fistulogram - Sinogram","","imc-approved-fistulogram-sinogram","","","/approved-consent-forms-patient-copy/fistulogram-sinogram-patient-copy.pdf","Fistulogram - Sinogram - Patient Copy.pdf","True","NEEDS_REVIEW"
"flexible-cystoscopy-under-local-anaesthetic","Flexible Cystoscopy under local anaesthetic","","imc-approved-flexible-cystoscopy-under-local-anaesthetic","","","/approved-consent-forms/flexible-cystoscopy-under-local-anaesthetic.pdf","Flexible Cystoscopy under local anaesthetic.pdf","False","NEEDS_REVIEW"
"ganglion-bursa","Ganglion Bursa","","imc-approved-ganglion-bursa","","","/approved-consent-forms/ganglion-bursa.pdf","Ganglion Bursa.pdf","False","NEEDS_REVIEW"
"ganglion-bursa","Ganglion Bursa","","imc-approved-ganglion-bursa","","","/approved-consent-forms-patient-copy/ganglion-bursa-patient-copy.pdf","Ganglion Bursa - Patient Copy.pdf","True","NEEDS_REVIEW"
"gastrectomy","Gastrectomy","","imc-approved-gastrectomy","","","/approved-consent-forms/gastrectomy.pdf","Gastrectomy.pdf","False","NEEDS_REVIEW"
"gastrectomy","Gastrectomy","","imc-approved-gastrectomy","","","/approved-consent-forms-patient-copy/gastrectomy-patient-copy.pdf","Gastrectomy - Patient Copy.pdf","True","NEEDS_REVIEW"
"gastrostomy-gastrojejunostomy-insertion","Gastrostomy-Gastrojejunostomy Insertion","","imc-approved-gastrostomy-gastrojejunostomy-insertion","","","/approved-consent-forms/gastrostomy-gastrojejunostomy-insertion.pdf","Gastrostomy-Gastrojejunostomy Insertion.pdf","False","NEEDS_REVIEW"
"gastrostomy-gastrojejunostomy-insertion","Gastrostomy-Gastrojejunostomy Insertion","","imc-approved-gastrostomy-gastrojejunostomy-insertion","","","/approved-consent-forms-patient-copy/gastrostomy-gastrojejunostomy-insertion-patient-copy.pdf","Gastrostomy-Gastrojejunostomy Insertion - Patient Copy.pdf","True","NEEDS_REVIEW"
"gastrostomy-insertion","Gastrostomy Insertion","","imc-approved-gastrostomy-insertion","","","/approved-consent-forms/gastrostomy-insertion.pdf","Gastrostomy Insertion.pdf","False","NEEDS_REVIEW"
"gastrostomy-insertion","Gastrostomy Insertion","","imc-approved-gastrostomy-insertion","","","/approved-consent-forms-patient-copy/gastrostomy-insertion-patient-copy.pdf","Gastrostomy Insertion - Patient Copy.pdf","True","NEEDS_REVIEW"
"generic-medical-imaging-consent","Generic Medical Imaging Consent","","imc-approved-generic-medical-imaging-consent","","","/approved-consent-forms/generic-medical-imaging-consent.pdf","Generic Medical Imaging Consent.pdf","False","NEEDS_REVIEW"
"haemorrhoid-removal","Haemorrhoid Removal","","imc-approved-haemorrhoid-removal","","","/approved-consent-forms/haemorrhoid-removal.pdf","Haemorrhoid Removal.pdf","False","NEEDS_REVIEW"
"haemorrhoid-removal","Haemorrhoid Removal","","imc-approved-haemorrhoid-removal","","","/approved-consent-forms-patient-copy/haemorrhoid-removal-patient-copy.pdf","Haemorrhoid Removal - Patient Copy.pdf","True","NEEDS_REVIEW"
"haemorrhoid-stapled","Haemorrhoid - Stapled","","imc-approved-haemorrhoid-stapled","","","/approved-consent-forms/haemorrhoid-stapled.pdf","Haemorrhoid - Stapled.pdf","False","NEEDS_REVIEW"
"haemorrhoid-stapled","Haemorrhoid - Stapled","","imc-approved-haemorrhoid-stapled","","","/approved-consent-forms-patient-copy/haemorrhoid-stapled-patient-copy.pdf","Haemorrhoid - Stapled - Patient Copy.pdf","True","NEEDS_REVIEW"
"hernia-inguinal-repair-child-young-person","Hernia - Inguinal Repair (Child-Young Person)","","imc-approved-hernia-inguinal-repair-child-young-person","","","/approved-consent-forms/hernia-inguinal-repair-child-young-person.pdf","Hernia - Inguinal Repair (Child-Young Person).pdf","False","NEEDS_REVIEW"
"hernia-inguinal-repair-child-young-person","Hernia - Inguinal Repair (Child-Young Person)","","imc-approved-hernia-inguinal-repair-child-young-person","","","/approved-consent-forms-patient-copy/hernia-inguinal-repair-child-young-person-patient-copy.pdf","Hernia - Inguinal Repair (Child-Young Person) - Patient Copy.pdf","True","NEEDS_REVIEW"
"hernia-laparoscopic-inguinal-hernia-repair","Hernia - Laparoscopic inguinal hernia repair","","imc-approved-hernia-laparoscopic-inguinal-hernia-repair","","","/approved-consent-forms/hernia-laparoscopic-inguinal-hernia-repair.pdf","Hernia - Laparoscopic inguinal hernia repair.pdf","False","NEEDS_REVIEW"
"hernia-laparoscopic-inguinal-hernia-repair","Hernia - Laparoscopic Inguinal Hernia Repair","","imc-approved-hernia-laparoscopic-inguinal-hernia-repair","","","/approved-consent-forms-patient-copy/hernia-laparoscopic-inguinal-hernia-repair-patient-copy.pdf","Hernia - Laparoscopic Inguinal Hernia Repair - Patient Copy.pdf","True","NEEDS_REVIEW"
"hernia-open-inguinal-hernia-repair","Hernia - Open Inguinal Hernia Repair","","imc-approved-hernia-open-inguinal-hernia-repair","","","/approved-consent-forms/hernia-open-inguinal-hernia-repair.pdf","Hernia - Open Inguinal Hernia Repair.pdf","False","NEEDS_REVIEW"
"hernia-open-inguinal-hernia-repair","Hernia - Open Inguinal Hernia Repair","","imc-approved-hernia-open-inguinal-hernia-repair","","","/approved-consent-forms-patient-copy/hernia-open-inguinal-hernia-repair-patient-copy.pdf","Hernia - Open Inguinal Hernia Repair - Patient Copy.pdf","True","NEEDS_REVIEW"
"hernia-ventral-incision-umbilical","Hernia - Ventral Incision Umbilical","","imc-approved-hernia-ventral-incision-umbilical","","","/approved-consent-forms/hernia-ventral-incision-umbilical.pdf","Hernia - Ventral Incision Umbilical.pdf","False","NEEDS_REVIEW"
"hernia-ventral-incision-umbilical","Hernia - Ventral Incision Umbilical","","imc-approved-hernia-ventral-incision-umbilical","","","/approved-consent-forms-patient-copy/hernia-ventral-incision-umbilical-patient-copy.pdf","Hernia - Ventral Incision Umbilical - Patient Copy.pdf","True","NEEDS_REVIEW"
"home-sleep-study-consent","Home Sleep Study Consent","","imc-approved-home-sleep-study-consent","","","/approved-consent-forms/home-sleep-study-consent.pdf","Home Sleep Study Consent.pdf","False","NEEDS_REVIEW"
"hydatid-cyst-of-the-liver","Hydatid Cyst of the Liver","","imc-approved-hydatid-cyst-of-the-liver","","","/approved-consent-forms/hydatid-cyst-of-the-liver.pdf","Hydatid Cyst of the Liver.pdf","False","NEEDS_REVIEW"
"hydatid-cyst-of-the-liver","Hydatid Cyst of the Liver","","imc-approved-hydatid-cyst-of-the-liver","","","/approved-consent-forms-patient-copy/hydatid-cyst-of-the-liver-patient-copy.pdf","Hydatid Cyst of the Liver - Patient Copy.pdf","True","NEEDS_REVIEW"
"hydrocele-repair-child-young-person","Hydrocele repair (Child-Young Person)","","imc-approved-hydrocele-repair-child-young-person","","","/approved-consent-forms/hydrocele-repair-child-young-person.pdf","Hydrocele repair (Child-Young Person).pdf","False","NEEDS_REVIEW"
"hydrocele-repair-child-young-person","Hydrocele repair (Child-Young Person)","","imc-approved-hydrocele-repair-child-young-person","","","/approved-consent-forms-patient-copy/hydrocele-repair-child-young-person-patient-copy.pdf","Hydrocele repair (Child-Young Person) - Patient Copy.pdf","True","NEEDS_REVIEW"
"hysterosalpingogram-hsg","Hysterosalpingogram (HSG)","","imc-approved-hysterosalpingogram-hsg","","","/approved-consent-forms/hysterosalpingogram-hsg.pdf","Hysterosalpingogram (HSG).pdf","False","NEEDS_REVIEW"
"hysterosalpingogram-hsg","Hysterosalpingogram (HSG)","","imc-approved-hysterosalpingogram-hsg","","","/approved-consent-forms-patient-copy/hysterosalpingogram-hsg-patient-copy.pdf","Hysterosalpingogram (HSG) - Patient Copy (1).pdf","True","NEEDS_REVIEW"
"hysteroscopy-and-curettage","Hysteroscopy and Curettage","","imc-approved-hysteroscopy-and-curettage","","","/approved-consent-forms/hysteroscopy-and-curettage.pdf","Hysteroscopy and Curettage.pdf","False","NEEDS_REVIEW"
"informed-consent-for-corneal-transplant-surgery","Informed Consent for Corneal Transplant Surgery","","imc-approved-informed-consent-for-corneal-transplant-surgery","","","/approved-consent-forms/informed-consent-for-corneal-transplant-surgery.pdf","Informed Consent for Corneal Transplant Surgery.pdf","False","NEEDS_REVIEW"
"informed-consent-for-pain-procedures","Informed Consent for Pain Procedures","","imc-approved-informed-consent-for-pain-procedures","","","/approved-consent-forms/informed-consent-for-pain-procedures.pdf","Informed Consent for Pain Procedures.pdf","False","NEEDS_REVIEW"
"ingrown-toenail-s-removal-of-nail-bed","Ingrown Toenail(s) & Removal of Nail Bed","","imc-approved-ingrown-toenail-s-removal-of-nail-bed","","","/approved-consent-forms/ingrown-toenail-s-removal-of-nail-bed.pdf","Ingrown Toenail(s) & Removal of Nail Bed.pdf","False","NEEDS_REVIEW"
"ingrown-toenail-s-removal-of-nail-bed","Ingrown Toenail(s) & Removal of Nail Bed","","imc-approved-ingrown-toenail-s-removal-of-nail-bed","","","/approved-consent-forms-patient-copy/ingrown-toenail-s-removal-of-nail-bed-patient-copy.pdf","Ingrown Toenail(s) & Removal of Nail Bed - Patient Copy.pdf","True","NEEDS_REVIEW"
"insertion-of-progesterone-releasing-intrauterine-device","Insertion of Progesterone-Releasing Intrauterine Device","","imc-approved-insertion-of-progesterone-releasing-intrauterine-device","","","/approved-consent-forms/insertion-of-progesterone-releasing-intrauterine-device.pdf","Insertion of Progesterone-Releasing Intrauterine  Device.pdf","False","NEEDS_REVIEW"
"insertion-of-suburethral-and-midurethral-tape-for-stress-incontinence-and-cystoscopy","Insertion of Suburethral and Midurethral Tape for Stress Incontinence and Cystoscopy","","imc-approved-insertion-of-suburethral-and-midurethral-tape-for-stress-incontinence-and-cystoscopy","","","/approved-consent-forms/insertion-of-suburethral-and-midurethral-tape-for-stress-incontinence-and-cystoscopy.pdf","Insertion of Suburethral and Midurethral Tape for Stress  Incontinence and Cystoscopy.pdf","False","NEEDS_REVIEW"
"insertion-of-tension-free-vaginal-tape-for-stress-incontinence-and-cystoscopy","Insertion of Tension Free Vaginal Tape for Stress Incontinence and Cystoscopy","","imc-approved-insertion-of-tension-free-vaginal-tape-for-stress-incontinence-and-cystoscopy","","","/approved-consent-forms/insertion-of-tension-free-vaginal-tape-for-stress-incontinence-and-cystoscopy.pdf","Insertion of Tension Free Vaginal Tape for Stress Incontinence and Cystoscopy.pdf","False","NEEDS_REVIEW"
"intercostal-catheter-insertion","Intercostal Catheter Insertion","","imc-approved-intercostal-catheter-insertion","","","/approved-consent-forms/intercostal-catheter-insertion.pdf","Intercostal Catheter Insertion.pdf","False","NEEDS_REVIEW"
"intussusception","Intussusception","","imc-approved-intussusception","","","/approved-consent-forms/intussusception.pdf","Intussusception.pdf","False","NEEDS_REVIEW"
"intussusception","Intussusception","","imc-approved-intussusception","","","/approved-consent-forms-patient-copy/intussusception-patient-copy.pdf","Intussusception - Patient Copy.pdf","True","NEEDS_REVIEW"
"intussusception-repair-child-young-person","Intussusception Repair (Child-Young Person)","","imc-approved-intussusception-repair-child-young-person","","","/approved-consent-forms/intussusception-repair-child-young-person.pdf","Intussusception Repair (Child-Young Person) (1).pdf","False","NEEDS_REVIEW"
"intussusception-repair-child-young-person","Intussusception Repair (Child-Young Person)","","imc-approved-intussusception-repair-child-young-person","","","/approved-consent-forms-patient-copy/intussusception-repair-child-young-person-patient-copy.pdf","Intussusception Repair (Child-Young Person) - Patient Copy (1).pdf","True","NEEDS_REVIEW"
"inverted-nipple-repair","Inverted nipple repair","","imc-approved-inverted-nipple-repair","","","/approved-consent-forms/inverted-nipple-repair.pdf","Inverted nipple repair.pdf","False","NEEDS_REVIEW"
"inverted-nipple-repair","Inverted nipple repair","","imc-approved-inverted-nipple-repair","","","/approved-consent-forms-patient-copy/inverted-nipple-repair-patient-copy.pdf","Inverted nipple repair - Patient copy.pdf","True","NEEDS_REVIEW"
"iodinated-contrast-injection-egfr","Iodinated Contrast Injection eGFR","","imc-approved-iodinated-contrast-injection-egfr","","","/approved-consent-forms/iodinated-contrast-injection-egfr.pdf","Iodinated Contrast Injection eGFR.pdf","False","NEEDS_REVIEW"
